"","year","ward","cost","category","program","description"
"77",2012,2,12600,"Lighting","Street Light Pole Painting","ON HARRISON FROM S OAKLEY BV (2300 W) TO S DAMEN "
"78",2012,2,8600,"Lighting","Street Light Pole Painting","ON VAN BUREN FROM S STATE ST (0 E) TO S CONGRESS "
"79",2012,2,2400,"Lighting","Street Light Pole Painting","ON MONROE FROM S MORGAN ST (1000 W) TO S PEORIA ST "
"80",2012,2,3300,"Lighting","Street Light Pole Painting","ON PAULINA FROM W HARRISON ST (600 S) TO W POLK ST "
"81",2012,2,1200,"Lighting","Street Light Pole Painting","ON S WOLCOTT AVE FROM W GRENSHAW ST (1120 S) TO W 6.00 "
"82",2012,2,6000,"Lighting","Street Light Pole Painting","ON LAKE FROM N ALBANY AV (3100 W) TO N "
"83",2012,2,7500,"Lighting","Street Light Pole Painting","ON TAYLOR FROM S LOOMIS ST (1400 W) TO S RACINE AV "
"84",2012,2,6000,"Lighting","Street Light Pole Painting","ON W CONGRESS PKWY FROM W OGDEN AV (1875 W) TO S 20.00 "
"85",2012,2,24000,"Lighting","Street Light Pole Painting","ON ROOSEVELT FROM S ASHLAND AV (1600 W) TO S "
"86",2012,2,5700,"Lighting","Street Light Pole Painting","ON CONGRESS FROM S MORGAN ST (1000 W) TO E "
"87",2012,2,1500,"Lighting","Street Light Pole Painting","ON 32 FROM DR. MARTIN LUTHER KING JR. DR (358 E) TO S "
"88",2012,2,2400,"Lighting","Street Light Pole Painting","ON MAYPOLE FROM N OAKLEY BV (2300 W) TO N "
"89",2012,2,1200,"Lighting","Street Light Pole Painting","ON S WOOD ST FROM W ROOSEVELT RD (1200 S) TO W 6.00 "
"90",2012,2,3200,"Lighting","Street Light Upgrade","ON MONROE FROM S MORGAN ST (1000 W) TO S PEORIA ST "
"91",2012,2,4000,"Lighting","Street Light Upgrade","ON PAULINA FROM W MADISON ST (0 N) TO W JACKSON "
"92",2012,2,2400,"Lighting","Street Light Upgrade","ON S WOLCOTT AVE FROM W GRENSHAW ST (1120 S) TO W 6.00 "
"93",2012,2,1750,"Lighting","Street Light Upgrade","ON ADAMS FROM S LEAVITT ST (2200 W) TO S SEELEY AV "
"94",2012,2,6000,"Lighting","Street Light Upgrade","ON ROOSEVELT FROM S LOOMIS ST (1400 W) TO S "
"95",2012,2,350,"Lighting","Street Light Upgrade","317 S CAMPBELL AVE "
"96",2012,2,350,"Lighting","Street Light Upgrade","201 S ASHLAND AVE "
"97",2012,2,400,"Lighting","Street Light Upgrade","ON 11 FROM S STATE ST (0 E) TO S MICHIGAN AV (120 E) "
"98",2012,2,1200,"Lighting","Street Light Upgrade","ON POLK FROM S STATE ST (0 E) TO S FINANCIAL PL (146 "
"99",2012,2,2400,"Lighting","Street Light Upgrade","ON S HOYNE AVE FROM W CONGRESS PW (500 S) TO W 6.00 "
"100",2012,2,4400,"Lighting","Street Light Upgrade","ON PAULINA FROM W HARRISON ST (600 S) TO W POLK ST "
"101",2012,2,350,"Lighting","Street Light Upgrade","157 S ASHLAND AVE "
"102",2012,2,18800,"Lighting","Street Light Upgrade","ON S STATE ST FROM W ROOSEVELT RD (1200 S) TO W 15 ST 47.00 "
"103",2012,2,14000,"Lighting","Street Light Upgrade","ON CANAL FROM W 14 PL (1440 S) TO W ROOSEVELT RD "
"104",2012,2,3200,"Lighting","Street Light Upgrade","ON ADAMS FROM S MORGAN ST (1000 W) TO S GREEN ST "
"105",2012,2,3200,"Lighting","Street Light Upgrade","ON HERMITAGE FROM W TAYLOR ST (1000 S) TO W "
"106",2012,2,350,"Lighting","Street Light Upgrade","3550 S GILES AVE "
"107",2012,2,1600,"Lighting","Street Light Upgrade","ON BALBO FROM S STATE ST (0 E) TO S MICHIGAN AV (120 "
"108",2012,2,1600,"Lighting","Street Light Upgrade","ON GREEN FROM W ADAMS ST (200 S) TO W VAN BUREN ST "
"109",2012,2,7600,"Lighting","Street Light Upgrade","ON CONGRESS FROM S MORGAN ST (1000 W) TO E "
"110",2012,2,1750,"Lighting","Street Light Upgrade","ON VAN BUREN FROM S LEAVITT ST (2200 W) TO S SEELEY "
"111",2012,2,400,"Lighting","Street Light Upgrade","ON HARRISON FROM S STATE ST (0 E) TO S WABASH AV (44 "
"112",2012,2,2000,"Lighting","Street Light Upgrade","ON MAYPOLE FROM N OAKLEY BV (2300 W) TO N "
"113",2012,2,18000,"Lighting","Street Light Upgrade","ON STATE FROM W HARRISON ST (600 S) TO W ROOSEVELT "
"114",2012,2,1200,"Lighting","Street Light Upgrade","ON S WOOD ST FROM W TAYLOR ST (1000 S) TO W 3.00 "
"115",2012,2,4800,"Lighting","Street Light Upgrade","ON 24 FROM S STATE ST (0 E) TO S INDIANA AV (200 E) "
"116",2012,2,1400,"Lighting","Street Light Upgrade","ON HOYNE FROM W MADISON ST (0 N) TO W MONROE ST "
"117",2012,2,6400,"Lighting","Street Light Upgrade","ON POLK FROM S PAULINA ST (1700 W) TO S DAMEN AV "
"118",2012,2,21000,"Lighting","Street Light Upgrade","1319 S STATE ST "
"119",2012,2,350,"Lighting","Street Light Upgrade","547 S CLARK ST "
"120",2012,2,8000,"Lighting","Street Light Upgrade","ON LAKE FROM N MOZART ST (2832 W) TO N SACRAMENTO "
"121",2012,2,8000,"Lighting","Street Light Upgrade","ON W CONGRESS PKWY FROM W OGDEN AV (1875 W) TO S 20.00 "
"122",2012,2,12000,"Lighting","Street Light Upgrade","ON HARRISON FROM S OAKLEY BV (2300 W) TO S DAMEN "
"123",2012,2,2000,"Lighting","Street Light Upgrade","ON 32 FROM DR. MARTIN LUTHER KING JR. DR (358 E) TO S "
"124",2012,2,1400,"Lighting","Street Light Upgrade","ON SEELEY FROM W JACKSON BV (300 S) TO W VAN BUREN "
"125",2012,2,5250,"Lighting","Street Light Upgrade","ON MONROE FROM S RACINE AV (1200 W) TO S GREEN ST "
"126",2012,2,5600,"Lighting","Street Light Upgrade","ON VAN BUREN FROM S GREEN ST (832 W) TO W TILDEN ST "
"127",2012,2,2400,"Streets & Transportation","Traffic Equipment","ON HARRISON FROM S OAKLEY BV (2300 W) TO S DAMEN "
"128",2012,2,400,"Streets & Transportation","Traffic Equipment","ON 24 FROM S STATE ST (0 E) TO S INDIANA AV (200 E) "
"129",2012,2,2750,"Streets & Transportation","Traffic Equipment","ON S STATE ST FROM W ROOSEVELT RD (1200 S) TO W 15 ST 4.00 "
"130",2012,2,200,"Streets & Transportation","Traffic Equipment","ON PAULINA FROM W HARRISON ST (600 S) TO W POLK ST "
"131",2012,2,25650,"Streets & Transportation","Traffic Equipment","ON STATE FROM W HARRISON ST (600 S) TO W ROOSEVELT "
"132",2012,2,11000,"Streets & Transportation","Traffic Equipment","ON ROOSEVELT FROM S ASHLAND AV (1600 W) TO S "
"133",2012,2,3500,"Streets & Transportation","Traffic Equipment","W ROOSEVELT RD & S WOOD ST "
"134",2012,2,8000,"Streets & Transportation","Traffic Equipment","ON STATE FROM W CONGRESS PW (500 S) TO W HARRISON "
"135",2012,2,19500,"Streets & Transportation","Traffic Equipment","ON MICHIGAN FROM E ROOSEVELT RD (1200 S) TO E "
"136",2012,2,5450,"Streets & Transportation","Traffic Equipment","ON ASHLAND FROM W MADISON ST (0 N) TO W "
"137",2012,2,3500,"Streets & Transportation","Traffic Equipment","W ROOSEVELT RD & S PAULINA ST "
"138",2012,2,3500,"Streets & Transportation","Traffic Equipment","W ROOSEVELT RD & S ASHLAND W AVE "
"139",2012,2,1550,"Streets & Transportation","Traffic Equipment","ON JEFFERSON FROM W MADISON ST (0 N) TO W ADAMS ST "
"140",2012,3,8666,"Streets & Transportation","Alley Apron Menu","ON S MICHIGAN AVE FROM 4944 S TO E 49 ST (4900 S) 1.00 "
"141",2012,3,216149,"Streets & Transportation","Concrete Alley Menu","1503 S State "
"142",2012,3,51363,"Streets & Transportation","Curb & Gutter Menu","ON E 37TH PL FROM S STATE ST (0 E) TO S WABASH AV (44 0.00 "
"143",2012,3,23977,"Streets & Transportation","Curb & Gutter Menu","ON S PRINCETON AVE FROM W 48TH PL (4850 S) TO W 50TH 0.00 "
"144",2012,3,550,"Streets & Transportation","In-Road ""State Law Stop","S STATE ST & W 23RD ST 1.00 "
"145",2012,3,14166,"Plants, Gardens, & Sustainability","Miscellaneous Other","4501-33 & 4524-50 S McDowell, & 1400 W 46th St Tree planting "
"146",2012,3,413,"Miscellaneous","Miscellaneous Other","4434 S DR MARTIN LUTHER KING JR DR 2.00 "
"147",2012,3,3370,"Beautification","Miscellaneous Other","4700 S LASALLE ST Decorative Plaza Planter Fencing "
"148",2012,3,680,"Beautification","Miscellaneous Other","E 43RD ST & S DR MARTIN LUTHER KING JR DR E two decorative baskets "
"149",2012,3,11450,"Beautification","Miscellaneous Other","8 decorative garbage cans decorative garbage cans "
"150",2012,3,300,"Streets & Transportation","Pavement Markings","W 46TH PL & S SHIELDS AVE 0.00 "
"151",2012,3,11175,"Streets & Transportation","Sidewalk Menu","ON S CALUMET AVE FROM E 46TH ST (4600 S) TO E 47TH ST 0.00 "
"152",2012,3,643,"Streets & Transportation","Sidewalk Menu","ON W SWANN ST FROM S PRINCETON AV (300 W) TO S 0.00 "
"153",2012,3,8979,"Streets & Transportation","Sidewalk Menu","ON DR MARTIN LUTHER KING JR DR FROM E 44 ST (4400 S) 0.00 "
"154",2012,3,30507,"Streets & Transportation","Sidewalk Menu","ON E 50TH PL FROM S WASHINGTON PK (432 E) TO S 0.00 "
"155",2012,3,22651,"Streets & Transportation","Sidewalk Menu","ON S SHIELDS AVE FROM W SWANN ST (4642 S) TO W 47 ST 0.00 "
"156",2012,3,94958,"Streets & Transportation","Street Resurfacing Menu","ON E 42ND ST FROM S STATE ST (0 E) TO S MICHIGAN AV 2.00 "
"157",2012,3,6790,"Streets & Transportation","Street Resurfacing Menu","ON FORRESTVILLE FROM E 48 ST (4800 S) TO E 49 ST (4900 S) "
"158",2012,3,135801,"Streets & Transportation","Street Resurfacing Menu","ON S CALUMET AVE FROM E PERSHING RD (3900 S) TO E 41 3.00 "
"159",2012,3,176667,"Streets & Transportation","Street Resurfacing Menu","ON S PRINCETON AVE FROM W ROOT ST (4134 S) TO W 43 ST 2.00 "
"160",2012,3,106066,"Streets & Transportation","Street Resurfacing Menu","ON S PRAIRIE AVE FROM E 33 BV (3300 S) TO E 35 ST (3500 S) 2.00 "
"161",2012,3,188861,"Streets & Transportation","Street Resurfacing Menu","ON S PRAIRIE AVE FROM E 48 ST (4800 S) TO E 51 ST (5100 S) 3.00 "
"162",2012,3,3700,"Streets & Transportation","Street Speed Hump Menu","ON S CALUMET AVE FROM E 43 ST (4300 S) TO E 44 ST (4400 1.00 "
"163",2012,3,5550,"Streets & Transportation","Street Speed Hump Menu","ON S FEDERAL ST FROM W 13 ST (1299 S) TO W 14 ST (1400 S) 1.00 "
"164",2012,3,3700,"Streets & Transportation","Street Speed Hump Menu","ON S LAFLIN ST FROM W 46 ST (4600 S) TO W 47 ST (4700 S) 1.00 "
"165",2012,3,1200,"Lighting","Floodlight Menu","ON CULLERTON FROM S STATE ST (0 E) TO S WABASH AV Adding Floodlight with Mast Arm "
"166",2012,3,10000,"Lighting","Floodlight Menu","ON 43 FROM S CALUMET AV (320 E) TO S PRAIRIE AV (236 E) Install floodlights on El tracks & New Controller "
"167",2012,3,128000,"Lighting","Street Light Residential","ON LAFAYETTE FROM W GARFIELD BV (5500 S) TO W 57 ST "
"168",2012,3,350,"Lighting","Street Light Upgrade","342 W 42ND PL "
"169",2012,3,43800,"Lighting","Street Light Upgrade","ON INDIANA FROM E 31 ST (3100 S) TO E GARFIELD BV (5500 "
"170",2012,3,350,"Lighting","Street Light Upgrade","501 E 44TH PL "
"171",2012,3,1800,"Lighting","Street Light Upgrade","ON 43 FROM S MICHIGAN AV (120 E) TO S INDIANA AV (200 "
"172",2012,3,427,"Lighting","Street Light Upgrade","5048 S INDIANA AVE 1.00 "
"173",2012,3,2100,"Lighting","Street Light Upgrade","ON PRINCETON FROM W GARFIELD BV (5500 S) TO W 57 ST "
"174",2012,3,800,"Lighting","Street Light Upgrade","ON CULLERTON FROM S STATE ST (0 E) TO S WABASH AV "
"175",2012,3,500,"Lighting","Street Light Upgrade","4753 S FORRESTVILLE AVE 1.00 "
"176",2012,4,18351,"Streets & Transportation","Alley Resurfacing Menu","E 47TH ST & E 47TH PL & S DREXEL BLVD & S COTTAGE 0.00 "
"177",2012,4,5844,"Streets & Transportation","Alley Resurfacing Menu","S GREENWOOD AVE & S ELLIS AVE & E 47TH ST & E 48TH 0.00 "
"178",2012,4,60751,"Streets & Transportation","Curb & Gutter Menu","ON S DREXEL BLVD FROM E 41 ST (4114 S) TO E 42 PL (4228 0.00 "
"179",2012,4,13521,"Streets & Transportation","Curb & Gutter Menu","ON E 42ND PL FROM S COTTAGE GROVE AV (800 E) TO S 0.00 "
"180",2012,4,29629,"Streets & Transportation","Curb & Gutter Menu","ON E BOWEN AVE FROM S ST LAWRENCE AV (600 E) TO S 0.00 "
"181",2012,4,4216,"Streets & Transportation","Curb & Gutter Menu","ON S BERKELEY AVE FROM E 44 ST (4400 S) TO E 45 ST (4500 0.00 "
"182",2012,4,200000,"Miscellaneous","Miscellaneous Other","Harper Ave. "
"183",2012,4,19903,"Miscellaneous","Miscellaneous Other","ON 44 FROM S GREENWOOD AV (1100 E) TO S LAKE PARK "
"184",2012,4,20253,"Streets & Transportation","Sidewalk Menu","ON S KIMBARK AVE FROM E HYDE PARK BV (5100 S) TO E 0.00 "
"185",2012,4,16421,"Streets & Transportation","Sidewalk Menu","ON E 47TH ST FROM S LANGLEY AV (700 E) TO S EVANS AV 0.00 "
"186",2012,4,22812,"Streets & Transportation","Sidewalk Menu","ON E OAKWOOD BLVD FROM S VINCENNES AV (544 E) TO S 0.00 "
"187",2012,4,28386,"Streets & Transportation","Sidewalk Menu","ON E 48TH ST FROM S GREENWOOD AV (1100 E) TO S 0.00 "
"188",2012,4,11468,"Streets & Transportation","Sidewalk Menu","ON S RIDGEWOOD CT FROM E 54 ST (5322 S) TO Dead End 0.00 "
"189",2012,4,4335,"Streets & Transportation","Sidewalk Menu","ON S WOODLAWN AVE FROM E 52 ST (5150 S) TO E 53 ST 0.00 "
"190",2012,4,71664,"Streets & Transportation","Sidewalk Menu","ON W 46TH ST FROM S GREENWOOD AV (1100 E) TO S 0.00 "
"191",2012,4,22887,"Streets & Transportation","Sidewalk Menu","ON S GREENWOOD AVE FROM E 47 ST (4700 S) TO E 48 ST 0.00 "
"192",2012,4,22148,"Streets & Transportation","Street Resurfacing Menu","ON E 54TH ST FROM S WOODLAWN AV (1200 E) TO S 0.50 "
"193",2012,4,34476,"Streets & Transportation","Street Resurfacing Menu","ON S DORCHESTER AVE FROM E 50 ST (5000 S) TO E HYDE 1.00 "
"194",2012,4,15299,"Streets & Transportation","Street Resurfacing Menu","ON E 40TH ST FROM S COTTAGE GROVE AV (800 E) TO S 1.00 "
"195",2012,4,49392,"Streets & Transportation","Street Resurfacing Menu","ON E 42ND ST FROM S VINCENNES AV (515 E) TO S ST 1.00 "
"196",2012,4,52350,"Streets & Transportation","Street Resurfacing Menu","ON E 37TH ST FROM S ELLIS AV (792 E) TO S LAKE PARK AV 1.00 "
"197",2012,4,39743,"Streets & Transportation","Street Resurfacing Menu","ON S EVANS AVE FROM E 50 PL (5032 S) TO E 51 ST (5100 S) 1.00 "
"198",2012,4,32357,"Streets & Transportation","Street Resurfacing Menu","ON S ELLIS AVE FROM E 37 ST (3640 S) TO E PERSHING RD 2.00 "
"199",2012,4,57448,"Streets & Transportation","Street Resurfacing Menu","ON S EAST END AVE FROM E 50 ST (5000 S) TO S HYDE PARK 1.00 "
"200",2012,4,38034,"Streets & Transportation","Street Resurfacing Menu","ON S KENWOOD AVE FROM E 48 ST (4800 S) TO E 49 ST (4900 1.00 "
"201",2012,4,58378,"Streets & Transportation","Street Resurfacing Menu","ON E 50TH ST FROM S ELLIS AV (1001 E) TO S GREENWOOD 1.00 "
"202",2012,4,78733,"Streets & Transportation","Street Resurfacing Menu","ON S CORNELL AVE FROM E HYDE PARK BV (5100 S) TO E 53 2.00 "
"203",2012,4,89974,"Streets & Transportation","Street Resurfacing Menu","ON S RHODES AVE FROM E 31 PL (3132 S) TO E 33 ST (3300 S) 3.00 "
"204",2012,4,41730,"Streets & Transportation","Street Resurfacing Menu","ON E 49TH ST FROM S DREXEL (W) AV(863 E) TO S ELLIS AV 1.00 "
"205",2012,4,800,"Lighting","Street Light Pole Painting","ON BERKELEY FROM E 41 PL (4132 S) TO E 42 PL (4228 S) "
"206",2012,4,3850,"Lighting","Street Light Upgrade","ON HARPER FROM E 53 ST (5242 S) TO Dead End (5430 S) "
"207",2012,4,700,"Lighting","Street Light Upgrade","ON 41 FROM S DREXEL AV (900 E) TO S ELLIS AV (942 E) "
"208",2012,4,1400,"Lighting","Street Light Upgrade","ON FORRESTVILLE FROM E 48 ST (4800 S) TO E 49 ST (4900 S) "
"209",2012,4,1400,"Lighting","Street Light Upgrade","ON CHAMPLAIN FROM E 43 ST (4300 S) TO E 44 ST (4400 S) "
"210",2012,4,1200,"Lighting","Street Light Upgrade","ON S ELLIS AVE FROM E 43 ST (4300 S) TO E 44 ST (4400 S) 3.00 "
"211",2012,4,150000,"Parks & Recreation","Chicago Park District","Sumac Park Playground - 4201 S. Champlain "
"212",2012,5,25000,"Miscellaneous","Miscellaneous Other","ON E 68TH ST FROM S STONY ISLAND AVE E (1600 E) TO S "
"213",2012,5,12595,"Plants, Gardens, & Sustainability","Miscellaneous Other","ON E 68TH ST FROM S STONY ISLAND AVE E (1600 E) TO S planter box "
"214",2012,5,454404,"Lighting","Miscellaneous Other","ON E 68TH ST FROM S STONY ISLAND AVE E (1600 E) TO S Lights, furniture "
"215",2012,5,250000,"Lighting","Street Light Residential","ON E 68TH ST FROM S CREGIER AVE (1800 E) TO S STONY 1.00 "
"216",2012,5,144000,"Lighting","Street Light Residential","ON ELLIS FROM E 71 ST (7100 S) TO E 73 ST (7300 S) "
"217",2012,5,288000,"Lighting","Street Light Residential","ON DORCHESTER FROM E 67 ST (6700 S) TO E 71 ST (7100 S) "
"218",2012,5,144000,"Lighting","Street Light Residential","ON EAST END FROM E 69 ST (6900 S) TO E 71 ST (7100 S) "
"219",2012,5,2000,"Lighting","Street Light Upgrade","ON 60 FROM S BLACKSTONE AV (1436 E) TO S STONY "
"220",2012,6,1166,"Miscellaneous","Miscellaneous Other","E 83RD ST & S DR MARTIN LUTHER KING JR DR crosswalk markings "
"221",2012,6,38833,"Streets & Transportation","Street Resurfacing Menu","ON E 85TH ST FROM S STATE ST (0 E) TO S WABASH AV (44 1.00 "
"222",2012,6,64000,"Lighting","Street Light Residential","ON 66 FROM S UNION AV (700 W) TO S HALSTED ST (800 W) "
"223",2012,6,64000,"Lighting","Street Light Residential","ON UNION FROM W 66 ST (6600 S) TO W MARQUETTE RD "
"224",2012,6,1152000,"Lighting","Street Light Residential","ON ST LAWRENCE FROM E 71 ST (7100 S) TO E 87 ST (8700 S) "
"225",2012,7,100076,"Streets & Transportation","Curb & Gutter Menu","ON S CHAPPEL AVE FROM E 97 ST (9700 S) TO E 98 ST (9800 0.00 "
"226",2012,7,150638,"Streets & Transportation","Curb & Gutter Menu","ON S PAXTON AVE FROM E 90 ST (9000 S) TO E 89 ST (8900 S) 0.00 "
"227",2012,7,3657,"Streets & Transportation","Curb & Gutter Menu","ON E 74TH ST FROM S OGLESBY AV (2332 E) TO S OGLESBY 0.00 "
"228",2012,7,68566,"Streets & Transportation","Curb & Gutter Menu","ON CRANDON FROM E 96 ST (9540 S) TO E 97 ST (9713 S) 0.00 "
"229",2012,7,175674,"Streets & Transportation","Curb & Gutter Menu","ON S PHILLIPS AVE FROM E 90 ST (9000 S) TO E 91 ST (9100 S) 0.00 "
"230",2012,7,183815,"Streets & Transportation","Curb & Gutter Menu","ON S PAXTON AVE FROM E 101 ST (10100 S) TO E 100 ST 0.00 "
"231",2012,7,5452,"Streets & Transportation","Curb & Gutter Menu","ON S OGLESBY AVE FROM E 95 ST (9500 S) TO E 96 ST (9540 0.00 "
"232",2012,7,89581,"Streets & Transportation","Curb & Gutter Menu","ON S CRANDON AVE FROM E 96 ST (9540 S) TO E 97 ST (9713 0.00 "
"233",2012,7,121057,"Streets & Transportation","Curb & Gutter Menu","ON S OGLESBY AVE FROM E 74 ST (7400 S) TO E 73 ST (7300 0.00 "
"234",2012,7,1768,"Streets & Transportation","Sidewalk Menu","ON S EUCLID AVE FROM E 95 ST (9500 S) TO E 96 ST (9600 S) 0.00 "
"235",2012,7,17046,"Streets & Transportation","Sidewalk Menu","ON E 79TH ST FROM S EXCHANGE (W) AV(2918 E) TO S 0.00 "
"236",2012,7,2739,"Streets & Transportation","Sidewalk Menu","ON S LUELLA AVE FROM E 73 ST (7300 S) TO E 74 ST (7400 S) 0.00 "
"237",2012,7,7658,"Streets & Transportation","Sidewalk Menu","ON S SAGINAW AVE FROM E 93 ST (9300 S) TO E 94 ST (9400 0.00 "
"238",2012,7,30458,"Streets & Transportation","Sidewalk Menu","ON S ESSEX AVE FROM E 83 ST (8300 S) TO E 84 ST (8400 S) 0.00 "
"239",2012,7,6279,"Streets & Transportation","Sidewalk Menu","ON S ESCANABA AVE FROM E 79 ST (7900 S) TO E 80 ST (8000 0.00 "
"240",2012,7,6668,"Streets & Transportation","Sidewalk Menu","ON EXCHANGE FROM E 75 ST (7470 S) TO E 76 ST (7570 S) 0.00 "
"241",2012,7,42840,"Streets & Transportation","Street Resurfacing Menu","ON E 74TH ST FROM S COLES AV (2646 E) TO S SOUTH 1.00 "
"242",2012,7,128952,"Streets & Transportation","Street Resurfacing Menu","ON S CRANDON AVE FROM E 76 ST (7600 S) TO E 78 ST (7800 1.00 "
"243",2012,7,75601,"Streets & Transportation","Street Resurfacing Menu","ON S KINGSTON AVE FROM E 81 ST (8100 S) TO E 82 ST (8200 1.00 "
"244",2012,7,41597,"Streets & Transportation","Street Resurfacing Menu","ON S CHAPPEL AVE FROM E 97 ST (9700 S) TO E 98 ST (9800 2.00 "
"245",2012,7,26510,"Streets & Transportation","Street Resurfacing Menu","ON S CRANDON AVE FROM E 100 ST (10000 S) TO E 101 ST 1.00 "
"246",2012,7,3700,"Streets & Transportation","Street Speed Hump Menu","ON S BURNHAM AVE FROM E 77 ST (7700 S) TO E 78 ST (7800 1.00 "
"247",2012,7,1850,"Streets & Transportation","Street Speed Hump Menu","ON E CHELTENHAM PL FROM S COLES AV (3032 E) TO S 1.00 "
"248",2012,7,3700,"Streets & Transportation","Street Speed Hump Menu","ON S COLES AVE FROM E 72 ST (7130 S) TO E 73 ST (7231 S) 1.00 "
"249",2012,7,3700,"Streets & Transportation","Street Speed Hump Menu","ON S PHILLIPS AVE FROM E 92 ST (9200 S) TO E 93 ST (9300 S) 1.00 "
"250",2012,7,3700,"Streets & Transportation","Street Speed Hump Menu","ON S BURNHAM AVE FROM E 78 ST (7800 S) TO E 79 ST (7900 1.00 "
"251",2012,7,7400,"Streets & Transportation","Street Speed Hump Menu","ON S KINGSTON AVE FROM E 73 ST (7300 S) TO E 75 ST (7500 2.00 "
"252",2012,7,1850,"Streets & Transportation","Street Speed Hump Menu","ON E 89TH ST FROM S CRANDON AV (2300 E) TO S OGLESBY 1.00 "
"253",2012,7,3700,"Streets & Transportation","Street Speed Hump Menu","ON S CRANDON AVE FROM E 100 ST (10000 S) TO E 101 ST 1.00 "
"254",2012,7,3700,"Streets & Transportation","Street Speed Hump Menu","ON S LUELLA AVE FROM E 75 ST (7500 S) TO E 76 ST (7600 S) 1.00 "
"255",2012,8,3257,"Streets & Transportation","Alley Resurfacing Menu","W 75TH ST & W 76TH ST & S RIDGELAND AVE & S CREGIER 0.00 "
"256",2012,8,2520,"Streets & Transportation","Bollard Menu","ON S CONSTANCE AVE FROM 7500 S TO E 75 ST (7500 S) 1.00 "
"257",2012,8,5436,"Streets & Transportation","Curb & Gutter Menu","ON S UNIVERSITY AVE FROM E 80 ST (8000 S) TO E 81 ST 0.00 "
"258",2012,8,57537,"Streets & Transportation","Curb & Gutter Menu","ON E 83RD ST FROM S CRANDON AV (2300 E) TO S OGLESBY 0.00 "
"259",2012,8,10035,"Streets & Transportation","Curb & Gutter Menu","ON S BENNETT AVE FROM E 77 ST (7700 S) TO E 78 ST (7800 0.00 "
"260",2012,8,3767,"Streets & Transportation","Curb & Gutter Menu","ON S CONSTANCE AVE FROM E 85 ST (8500 S) TO E 86 ST 0.00 "
"261",2012,8,22199,"Streets & Transportation","Curb & Gutter Menu","ON E 86TH ST FROM S DANTE AV (1433 E) TO S 0.00 "
"262",2012,8,28180,"Streets & Transportation","Sidewalk Menu","ON S CREGIER AVE FROM E 85 ST (8500 S) TO E 86 ST (8600 S) 0.00 "
"263",2012,8,37672,"Streets & Transportation","Sidewalk Menu","ON S DREXEL AVE FROM E 98 ST (9800 S) TO E 99 ST (9900 S) 0.00 "
"264",2012,8,30090,"Streets & Transportation","Sidewalk Menu","ON S EUCLID AVE FROM E 74 ST (7400 S) TO E 75 ST (7500 S) 0.00 "
"265",2012,8,19180,"Streets & Transportation","Sidewalk Menu","ON S EAST END AVE FROM E 93 ST (9300 S) TO E 94 ST (9400 0.00 "
"266",2012,8,20831,"Streets & Transportation","Sidewalk Menu","ON S OGLESBY AVE FROM E 88 ST (8800 S) TO E 89 ST (8900 0.00 "
"267",2012,8,2414,"Streets & Transportation","Sidewalk Menu","ON S AVALON AVE FROM E 97 (N) ST(9656 S) TO E 98 ST 0.00 "
"268",2012,8,94743,"Streets & Transportation","Sidewalk Menu","ON S MARYLAND AVE FROM E 98 ST (9800 S) TO E 99 ST 0.00 "
"269",2012,8,2343,"Streets & Transportation","Sidewalk Menu","ON E 74TH ST FROM S BALDWIN AV (1900 E) TO S JEFFERY 0.00 "
"270",2012,8,71948,"Streets & Transportation","Sidewalk Menu","ON S JEFFERY BLVD FROM E 85 ST (8500 S) TO E 86 ST (8600 0.00 "
"271",2012,8,12213,"Streets & Transportation","Sidewalk Menu","ON S BLACKSTONE AVE FROM E 81 ST (8100 S) TO E 82 ST 0.00 "
"272",2012,8,9104,"Streets & Transportation","Sidewalk Menu","ON S KIMBARK AVE FROM S KENWOOD AV (8414 S) TO E 85 0.00 "
"273",2012,8,1973,"Streets & Transportation","Sidewalk Menu","ON S LUELLA AVE FROM E 84 ST (8400 S) TO E 85 ST (8500 S) 0.00 "
"274",2012,8,15188,"Streets & Transportation","Street Bump Outs Menu","ON S CREGIER AVE FROM E 91 ST (9100 S) TO E 92 ST (9200 S) 1.00 "
"275",2012,8,70500,"Streets & Transportation","Street Resurfacing Menu","ON S BENNETT AVE FROM E 88 ST (8800 S) TO E 89 ST (8900 1.00 "
"276",2012,8,15659,"Streets & Transportation","Street Resurfacing Menu","ON E 88TH ST FROM S CRANDON AV (2300 E) TO S OGLESBY 1.00 "
"277",2012,8,3700,"Streets & Transportation","Street Speed Hump Menu","ON S CORNELL AVE FROM E 89 ST (8900 S) TO E 90 ST (9000 1.00 "
"278",2012,8,3700,"Streets & Transportation","Street Speed Hump Menu","ON S DORCHESTER AVE FROM E 84 ST (8400 S) TO E 85 ST 1.00 "
"279",2012,8,6761,"Lighting","Street Light Residential","ON 85 FROM Dead End (1269 E) TO S AVALON AV (1272 E) "
"280",2012,8,128000,"Lighting","Street Light Residential","ON CLYDE FROM E 79 ST (7900 S) TO E 81 ST (8100 S) "
"281",2012,8,128000,"Lighting","Street Light Residential","ON CRANDON FROM E 83 ST (8300 S) TO E 85 ST (8500 S) "
"282",2012,8,128000,"Lighting","Street Light Residential","ON UNIVERSITY FROM E 95 ST (9500 S) TO E 97 ST (9700 S) "
